name,club,profile_image,year,market_value
Alessandro Santini,Santa Lucía Cotzumalguapa FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,76,-
CMPLV-SPORT,None,None,None,None
BBC Management,None,None,None,None
Stéfano Maricosu,Stade Everois RC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Milan Iket,KSV Oostkamp,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Gillian Verbrugge,KSV Oudenaarde,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Matteo Bressan,Eclisse Carenipievigina,https://img.a.transfermarkt.technology/portrait/small/916439-1628158183.jpg?lm=1,20,-
None,None,None,None,None
Louis Köster,FC Hansa Rostock,https://img.a.transfermarkt.technology/portrait/small/630761-1689943775.jpg?lm=1,20,€125k
Michel Sarr,ASD Città di Baveno Calcio,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
None,None,None,None,None
Robin Littig,SpVgg Greuther Fürth II,https://img.a.transfermarkt.technology/portrait/small/663452-1629992304.jpg?lm=1,20,€75k
World Soccer Agency,None,None,None,None
Riccardo Minerva,SSD Jesina Calcio,https://img.a.transfermarkt.technology/portrait/small/718827-1615840103.jpeg?lm=1,20,-
Davide Pettinato,Vittoria Calcio,https://img.a.transfermarkt.technology/portrait/small/432481-1657991479.jpg?lm=1,38,-
Aldo Simoncini,SS Cosmos,https://img.a.transfermarkt.technology/portrait/small/41146-1673788781.jpg?lm=1,37,€10k
Jarne Vanderpoorten,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Kjell Ven,KFC Esperanza Pelt,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Ayoub El Makhoukhi,TOR Deurne Pirates,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Julian Selmeister,SV Gössendorf,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Dominik Stroh-Engel,FC Memmingen,https://img.a.transfermarkt.technology/portrait/small/19736-1471000996.jpg?lm=1,38,€50k
Andrea Righetti,FC Chiasso,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
None,None,None,None,None
Francesco De Luca,Gubbio Primavera,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,54,-
Denis Simijonovic,FC Kloten,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Micael Da Silva Correia,FC La Tour/Le Pâquier II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Armend Berisha,FT 03 Emden,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Brader Luindula,FC Ecublens,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Leandro Lorito,FC Regensdorf,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Béni Faragó,FC Subingen,https://img.a.transfermarkt.technology/portrait/small/164624-1616338349.jpg?lm=1,28,-
Stefan Lukic,FC Höchst,https://img.a.transfermarkt.technology/portrait/small/252197-1597726513.jpg?lm=1,31,-
Hakeem Gouanou,CS Italien GE,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Miroslav Pastva,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Alain Albouy,FC Azzurri LS 90,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Nour Dekhili,FC Seuzach,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Patrick Schüler,SG Jößnitz,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Christian Pfister,FC Langenthal II,https://img.a.transfermarkt.technology/portrait/small/374029-1594754353.jpg?lm=1,24,-
Mario Gubler,SV Höngg,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Marc Triet,FC Dietikon,https://img.a.transfermarkt.technology/portrait/small/607593-1597726298.jpg?lm=1,22,-
Tobias Ritter,SC Binningen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Vincent Villommet,FC Portalban/Gletterens,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Joël Raetzo,FC Farvagny/Ogoz,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Victor Gomes,FC Concordia Lausanne,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Antoine Innaurato,FC Collex-Bossy,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Fabio Schindler,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Maël Zybach,FC Stade-Payerne,https://img.a.transfermarkt.technology/portrait/small/603458-1690709703.jpeg?lm=1,22,-
Dominique Menana,Lausanne City FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Sérgio Marques,GD Resende,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Basil Viret,FC Prangins Sport,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Thimo Laisa,SC Cham II,https://img.a.transfermarkt.technology/portrait/small/653025-1609577345.jpg?lm=1,21,-
Noah Flühmann,SC Cham,https://img.a.transfermarkt.technology/portrait/small/500369-1695286225.jpg?lm=1,23,€25k
Michael Haagensen,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,68,-
None,None,None,None,None
Aaron Schwarz,DJK/Fortuna Edingen-Neckarhausen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Éver Banega,Al-Shabab FC,https://img.a.transfermarkt.technology/portrait/small/12249-1685910960.jpg?lm=1,35,€1.80m
Vittorio Villano,RUW Ciney,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Ibrahima Camara,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_25315_1245_2010_1.jpg?lm=1,38,-
David Wijns,AS Verbroedering Geel,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Stefan Sulzer,ASK Voitsberg,https://img.a.transfermarkt.technology/portrait/small/346858-1604065733.png?lm=1,23,-
Bram Paepe,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Robin Mayr-Fälten,SV Grün-Weiß Micheldorf,https://img.a.transfermarkt.technology/portrait/small/655807-1607020467.jpg?lm=1,22,-
Gerardo Di Gilio,Sora Calcio 1907,https://img.a.transfermarkt.technology/portrait/small/828635-1606929803.jpg?lm=1,21,-
Nicolino Antonio Giordano,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,65,-
None,None,None,None,None
Antonio Memeo,Bari Primavera,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Claudio Cristallo,SS Monopoli 1966,https://img.a.transfermarkt.technology/portrait/small/938452-1670664990.png?lm=1,20,€75k
None,None,None,None,None
Lorenzo Lo Duca,Virtus Francavilla Calcio,https://img.a.transfermarkt.technology/portrait/small/817128-1682024702.jpg?lm=1,20,€50k
Jonathan Martins Pereira,Without Club,https://img.a.transfermarkt.technology/portrait/small/30698-1449737994.jpg?lm=1,37,-
Mauro Ribeiro,FC Famalicão U23,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Paulo Agostinho,Without Club,https://img.a.transfermarkt.technology/portrait/small/718969-1572259281.jpg?lm=1,21,-
Leonardo Bertelli,Siena FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Alessio Pinto,Unknown,https://img.a.transfermarkt.technology/portrait/small/662565-1650537077.png?lm=1,20,€10k
Tiago Morais,Boavista FC,https://img.a.transfermarkt.technology/portrait/small/815652-1638262772.jpg?lm=1,20,€2.00m
Riccardo Passaro,TSV Neu-Ulm,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
Mirco Basic,TSV Tettnang,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Kilian Madlener,SC Admira Dornbirn,https://img.a.transfermarkt.technology/portrait/small/393816-1566551160.jpg?lm=1,23,-
José Antonio Cruz,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Ugur Findik,SC Dornach,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Yanis Papassarantis,CS Entité Manageoise,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Pawel Kapsa,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Simone Zappalà,Aci Sant'Antonio Calcio,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Nicolas Magnavita,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€10k
None,None,None,None,None
None,None,None,None,None
Football Star Agency,None,None,None,None
IDVManagement,None,None,None,None
None,None,None,None,None
Parente Scouting Srl,None,None,None,None
None,None,None,None,None
Leonardo Disegni,Sangiovannese 1927,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,€25k
Denis Mehmedai,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Luca Piras,Cittadella Primavera,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,€25k
Edoardo Barracane,Alba Calcio,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Lorenzo Blesio,Luparense FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,€50k
Carlos Rivera,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,44,-
Rubén Quintero,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Pablo Roncal,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
Oscar Navarro,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Stefan Schlögl,SV Rohrbach an der Lafnitz,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Marcelinho,GD Estoril Praia,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,45,-
None,None,None,None,None
Manu Fidalgo,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,39,-
Maître Moustapha Kamara and Familly,None,None,None,None
Davide Conversano,Unione Calcio Bisceglie,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Ltma Consulting,None,None,None,None
Nick Van Der Zyp,KVC Wilrijk,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Stefano Scardala,Flaminia Civita Castellana,https://img.a.transfermarkt.technology/portrait/small/385441-1487164379.jpg?lm=1,42,-
Marco Paolacci,Colleferro Calcio,https://img.a.transfermarkt.technology/portrait/small/373846-1606520436.jpg?lm=1,39,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Baptiste Bersier,FC Portalban/Gletterens,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Planet Foot Consulting,None,None,None,None
None,None,None,None,None
Samuele Zanini,Villa Valle,https://img.a.transfermarkt.technology/portrait/small/924309-1634642825.jpg?lm=1,19,€50k
Leonardo Mattioli,Unione La Rocca Altavilla,https://img.a.transfermarkt.technology/portrait/small/252707-1542570271.jpg?lm=1,30,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Yassine Diouane,Without Club,https://img.a.transfermarkt.technology/portrait/small/910614-1629893521.jpeg?lm=1,20,€25k
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Alessandro Luccarini,ASD Castenaso Calcio,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
Brecht Mombaerts,KFC Diest,https://img.a.transfermarkt.technology/portrait/small/400130-1475766572.png?lm=1,24,-
Robin Dengis,RCS Verlaine,https://img.a.transfermarkt.technology/portrait/small/s_152754_1245_2010_1.jpg?lm=1,30,-
None,None,None,None,None
Matyas Goffin,RFC Raeren-Eynatten,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Tyron Crame,R Union Tubize-Braine,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Said Thijskens,KFC Diest,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
None,None,None,None,None
Julian Bisconti,RES Wanze-Bas-Oha,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Mathieu Despontin,RUS Binche,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Ruben Pyck,KM Torhout,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
None,None,None,None,None
None,None,None,None,None
Mourad El Ghezouani,Elche CF,https://img.a.transfermarkt.technology/portrait/small/527972-1675802710.jpg?lm=1,25,€700k
None,None,None,None,None
None,None,None,None,None
Niklas Schuch,ASV Rimpar II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
Maurice Hauser,TSV Meerbusch,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
Patuso,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,39,-
None,None,None,None,None
João Pendão,GD Alcochetense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Fabian Schalcher,FC Seuzach,https://img.a.transfermarkt.technology/portrait/small/244673-1452722814.jpg?lm=1,34,-
None,None,None,None,None
Dries Gijbels,RC Hades,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Pedro Fernandes,GD Bragança,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
None,None,None,None,None
None,None,None,None,None
Matteo Magliulo,Nuova Santegidiese 1948,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Tommaso Bianchi,Siena FC,https://img.a.transfermarkt.technology/portrait/small/43085-1667903138.jpg?lm=1,35,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Mattia Piersanti,Flaminia Civita Castellana,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€75k
Paolo Venturelli,Pro Palazzolo,https://img.a.transfermarkt.technology/portrait/small/896527-1622189461.jpg?lm=1,19,€25k
Mattia Fortin,FC Legnago Salus,https://img.a.transfermarkt.technology/portrait/small/918811-1700051135.jpg?lm=1,20,€50k
Gianmarco Alberini,ASD Sporting 271,https://img.a.transfermarkt.technology/portrait/small/583430-1578116870.jpg?lm=1,22,-
Bertrand Ndzomo,Racing Club Lausanne,https://img.a.transfermarkt.technology/portrait/small/s_35009_1277_2013_09_01_1.jpg?lm=1,38,-
None,None,None,None,None
None,None,None,None,None
Salid Amadu,ASKÖ Donau Linz,https://img.a.transfermarkt.technology/portrait/small/595487-1541768012.jpg?lm=1,24,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Marco Morlandi,SC Caronnese,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Samuel Mischitz,FC Dornbirn,https://img.a.transfermarkt.technology/portrait/small/610765-1695656389.jpg?lm=1,20,€150k
Hasan Dirlik,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Diart Shabani,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Dejan Janjic,Union Mondsee,https://img.a.transfermarkt.technology/portrait/small/307606-1500311614.jpg?lm=1,25,-
None,None,None,None,None
None,None,None,None,None
Thomas Eggenberger,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Aaron Minelli,FC Morbio,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
None,None,None,None,None
Alexandre Edwige,FC Black Stars Basel,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Ivan Stankovic,FC Avenches,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,47,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Bastian Weibel,FC Freienbach,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Nico Ammann,FC Rapperswil-Jona,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Manuel Konrad,FC Red Star Zürich II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
Damien Repond,FC La Tour/Le Pâquier,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Bela Dumrath,FC St. Gallen 1879,https://img.a.transfermarkt.technology/portrait/small/707548-1666807124.png?lm=1,20,€100k
None,None,None,None,None
None,None,None,None,None
Faran Omar,FC Azzurri LS 90 Youth,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
None,None,None,None,None
Dario Kessler,FC Amriswil,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Julian Fricker,FSV Jägersburg,https://img.a.transfermarkt.technology/portrait/small/84146-1506273422.jpg?lm=1,32,-
